3.1078	-0.028152	-0.23015	0.021471
3.1328	-0.027429	-0.23184	0.02148
3.1579	-0.027174	-0.23363	0.021464
3.183	-0.027367	-0.2355	0.021423
3.208	-0.027978	-0.23741	0.021359
3.2331	-0.028971	-0.23935	0.021271
3.2581	-0.030305	-0.24131	0.021163
3.2832	-0.031934	-0.24325	0.021033
3.3083	-0.033807	-0.24516	0.020884
3.3333	-0.035871	-0.24703	0.020717
3.3584	-0.038073	-0.24884	0.020532
3.3835	-0.040359	-0.25057	0.02033
3.4085	-0.042674	-0.25221	0.020113
3.4336	-0.044966	-0.25374	0.019881
3.4586	-0.047188	-0.25517	0.019635
3.4837	-0.049292	-0.25647	0.019376
3.5088	-0.051238	-0.25765	0.019104
3.5338	-0.052989	-0.25869	0.018822
3.5589	-0.054514	-0.2596	0.018529
3.584	-0.055788	-0.26037	0.018226
3.609	-0.05679	-0.261	0.017914
3.6341	-0.057509	-0.2615	0.017594
3.6591	-0.057936	-0.26185	0.017266
3.6842	-0.058071	-0.26208	0.016931
3.7093	-0.057918	-0.26217	0.016591
3.7343	-0.057487	-0.26214	0.016245
3.7594	-0.056793	-0.26199	0.015893
3.7845	-0.055855	-0.26173	0.015538
3.8095	-0.054697	-0.26137	0.015179
3.8346	-0.053346	-0.26092	0.014817
3.8596	-0.05183	-0.26038	0.014453
3.8847	-0.050181	-0.25976	0.014087
3.9098	-0.048431	-0.25908	0.013719
3.9348	-0.046615	-0.25835	0.01335
3.9599	-0.044763	-0.25757	0.012981
3.985	-0.04291	-0.25675	0.012611
4.01	-0.041086	-0.25591	0.012242
4.0351	-0.039319	-0.25505	0.011874
4.0602	-0.037638	-0.25418	0.011508
4.0852	-0.036066	-0.25331	0.011142
4.1103	-0.034623	-0.25246	0.010779
4.1353	-0.033328	-0.25162	0.010418
4.1604	-0.032194	-0.25081	0.01006
4.1855	-0.031232	-0.25002	0.0097048
4.2105	-0.030448	-0.24928	0.0093528
4.2356	-0.029845	-0.24858	0.0090044
4.2607	-0.029422	-0.24793	0.0086598
4.2857	-0.029176	-0.24733	0.0083192
4.3108	-0.029098	-0.24679	0.007983
4.3358	-0.029179	-0.2463	0.0076513
4.3609	-0.029405	-0.24587	0.0073243
4.386	-0.029762	-0.24551	0.0070023
4.411	-0.030232	-0.24521	0.0066853
4.4361	-0.030797	-0.24496	0.0063736
4.4612	-0.031438	-0.24478	0.0060674
4.4862	-0.032134	-0.24466	0.0057666
4.5113	-0.032865	-0.2446	0.0054715
4.5363	-0.033612	-0.2446	0.0051823
4.5614	-0.034355	-0.24464	0.0048989
4.5865	-0.035074	-0.24474	0.0046215
4.6115	-0.035754	-0.24488	0.0043501
4.6366	-0.036379	-0.24507	0.0040849
4.6617	-0.036933	-0.2453	0.0038259
4.6867	-0.037407	-0.24556	0.0035731
4.7118	-0.037789	-0.24585	0.0033265
4.7368	-0.038072	-0.24617	0.0030863
4.7619	-0.03825	-0.24651	0.0028525
4.787	-0.038321	-0.24687	0.0026249
4.812	-0.038284	-0.24724	0.0024038
4.8371	-0.038141	-0.24762	0.0021889
4.8622	-0.037893	-0.248	0.0019804
4.8872	-0.037547	-0.24839	0.0017783
4.9123	-0.03711	-0.24877	0.0015824
4.9373	-0.03659	-0.24915	0.0013928
4.9624	-0.035997	-0.24951	0.0012094
4.9875	-0.035341	-0.24986	0.0010323
5.0125	-0.034635	-0.2502	0.00086123
5.0376	-0.033889	-0.25052	0.00069629
5.0627	-0.033117	-0.25082	0.00053738
5.0877	-0.03233	-0.25109	0.00038445
5.1128	-0.031542	-0.25134	0.00023742
5.1378	-0.030762	-0.25157	9.6218e-05
5.1629	-0.030003	-0.25177	-3.9225e-05
5.188	-0.029275	-0.25194	-0.00016899
5.213	-0.028586	-0.25208	-0.00029316
5.2381	-0.027945	-0.2522	-0.00041182
5.2632	-0.027358	-0.25229	-0.00052505
5.2882	-0.026831	-0.25235	-0.00063296
5.3133	-0.026368	-0.25239	-0.00073563
5.3383	-0.025971	-0.2524	-0.00083316
5.3634	-0.025643	-0.25239	-0.00092565
5.3885	-0.025382	-0.25236	-0.0010132
5.4135	-0.025187	-0.2523	-0.0010959
5.4386	-0.025057	-0.25222	-0.0011739
5.4637	-0.024987	-0.25213	-0.0012472
5.4887	-0.024972	-0.25202	-0.001316
5.5138	-0.025008	-0.25189	-0.0013804
5.5388	-0.025087	-0.25176	-0.0014405
5.5639	-0.025204	-0.25161	-0.0014964
5.589	-0.025351	-0.25145	-0.0015481
5.614	-0.02552	-0.25129	-0.0015959
5.6391	-0.025704	-0.25112	-0.0016398
5.6642	-0.025896	-0.25095	-0.00168
5.6892	-0.026088	-0.25078	-0.0017165
5.7143	-0.026273	-0.25061	-0.0017494
5.7393	-0.026445	-0.25044	-0.0017789
5.7644	-0.026598	-0.25028	-0.001805
5.7895	-0.026726	-0.25012	-0.001828
5.8145	-0.026825	-0.24996	-0.0018478
5.8396	-0.026892	-0.24982	-0.0018646
5.8647	-0.026922	-0.24968	-0.0018785
5.8897	-0.026915	-0.24956	-0.0018896
5.9148	-0.026868	-0.24944	-0.001898
5.9398	-0.026781	-0.24934	-0.0019038
5.9649	-0.026655	-0.24925	-0.0019071
5.99	-0.026491	-0.24916	-0.001908
6.015	-0.02629	-0.2491	-0.0019066
6.0401	-0.026056	-0.24904	-0.001903
6.0652	-0.02579	-0.24899	-0.0018973
6.0902	-0.025497	-0.24896	-0.0018896
6.1153	-0.02518	-0.24894	-0.0018799
6.1404	-0.024845	-0.24893	-0.0018685
6.1654	-0.024494	-0.24893	-0.0018553
6.1905	-0.024133	-0.24895	-0.0018404
6.2155	-0.023767	-0.24897	-0.001824
6.2406	-0.023399	-0.249	-0.0018062
6.2657	-0.023035	-0.24904	-0.0017869
6.2907	-0.022678	-0.24908	-0.0017663
6.3158	-0.022332	-0.24914	-0.0017444
6.3409	-0.022	-0.2492	-0.0017215
6.3659	-0.021687	-0.24926	-0.0016974
6.391	-0.021393	-0.24933	-0.0016723
6.416	-0.021123	-0.2494	-0.0016463
6.4411	-0.020876	-0.24947	-0.0016194
6.4662	-0.020654	-0.24955	-0.0015917
6.4912	-0.020458	-0.24963	-0.0015633
6.5163	-0.020287	-0.2497	-0.0015342
6.5414	-0.020142	-0.24978	-0.0015045
6.5664	-0.020021	-0.24985	-0.0014742
6.5915	-0.019923	-0.24992	-0.0014435
6.6165	-0.019847	-0.24999	-0.0014123
6.6416	-0.01979	-0.25006	-0.0013808
6.6667	-0.019751	-0.25012	-0.0013489
6.6917	-0.019726	-0.25018	-0.0013168
6.7168	-0.019713	-0.25023	-0.0012844
6.7419	-0.01971	-0.25028	-0.0012519
6.7669	-0.019713	-0.25032	-0.0012192
6.792	-0.019719	-0.25036	-0.0011864
6.817	-0.019727	-0.25039	-0.0011536
6.8421	-0.019733	-0.25042	-0.0011208
6.8672	-0.019735	-0.25044	-0.0010881
6.8922	-0.01973	-0.25046	-0.0010554
6.9173	-0.019717	-0.25047	-0.0010228
6.9424	-0.019694	-0.25047	-0.00099033
6.9674	-0.01966	-0.25047	-0.00095806
6.9925	-0.019612	-0.25047	-0.000926
7.0175	-0.019551	-0.25046	-0.00089418
7.0426	-0.019476	-0.25045	-0.00086262
7.0677	-0.019387	-0.25043	-0.00083135
7.0927	-0.019283	-0.25041	-0.0008004
7.1178	-0.019165	-0.25039	-0.00076978
7.1429	-0.019034	-0.25037	-0.00073953
7.1679	-0.01889	-0.25034	-0.00070966
7.193	-0.018735	-0.25031	-0.00068019
7.218	-0.01857	-0.25028	-0.00065114
7.2431	-0.018396	-0.25025	-0.00062252
7.2682	-0.018215	-0.25021	-0.00059436
7.2932	-0.018029	-0.25018	-0.00056666
7.3183	-0.017839	-0.25014	-0.00053945
7.3434	-0.017647	-0.25011	-0.00051273
7.3684	-0.017454	-0.25008	-0.00048651
7.3935	-0.017263	-0.25005	-0.0004608
7.4185	-0.017075	-0.25001	-0.00043562
7.4436	-0.016891	-0.24999	-0.00041097
7.4687	-0.016712	-0.24996	-0.00038686
7.4937	-0.016541	-0.24993	-0.00036329
7.5188	-0.016376	-0.24991	-0.00034027
7.5439	-0.016221	-0.24988	-0.00031781
7.5689	-0.016075	-0.24986	-0.0002959
7.594	-0.015938	-0.24985	-0.00027455
7.619	-0.015811	-0.24983	-0.00025377
7.6441	-0.015694	-0.24982	-0.00023355
7.6692	-0.015587	-0.24981	-0.00021389
7.6942	-0.015489	-0.2498	-0.0001948
7.7193	-0.0154	-0.24979	-0.00017627
7.7444	-0.01532	-0.24979	-0.0001583
7.7694	-0.015248	-0.24979	-0.00014089
7.7945	-0.015182	-0.24979	-0.00012404
7.8195	-0.015122	-0.24979	-0.00010774
7.8446	-0.015067	-0.2498	-9.1992e-05
7.8697	-0.015017	-0.2498	-7.679e-05
7.8947	-0.014969	-0.24981	-6.2129e-05
7.9198	-0.014923	-0.24982	-4.8004e-05
7.9449	-0.014877	-0.24983	-3.4409e-05
7.9699	-0.014832	-0.24984	-2.1339e-05
7.995	-0.014786	-0.24986	-8.7872e-06
8.0201	-0.014737	-0.24987	3.2532e-06
8.0451	-0.014686	-0.24989	1.4789e-05
8.0702	-0.014632	-0.2499	2.5828e-05
8.0952	-0.014574	-0.24992	3.6377e-05
8.1203	-0.014511	-0.24993	4.6444e-05
8.1454	-0.014443	-0.24995	5.6038e-05
8.1704	-0.014371	-0.24996	6.5167e-05
8.1955	-0.014293	-0.24997	7.3839e-05
8.2206	-0.014211	-0.24999	8.2062e-05
8.2456	-0.014123	-0.25	8.9847e-05
8.2707	-0.014031	-0.25001	9.7201e-05
8.2957	-0.013935	-0.25003	0.00010414
8.3208	-0.013834	-0.25004	0.00011066
8.3459	-0.01373	-0.25005	0.00011678
8.3709	-0.013623	-0.25006	0.0001225
8.396	-0.013513	-0.25007	0.00012785
8.4211	-0.013401	-0.25007	0.00013282
8.4461	-0.013288	-0.25008	0.00013742
8.4712	-0.013175	-0.25008	0.00014167
8.4962	-0.013062	-0.25009	0.00014558
8.5213	-0.012949	-0.25009	0.00014915
8.5464	-0.012837	-0.25009	0.0001524
8.5714	-0.012728	-0.25009	0.00015533
8.5965	-0.01262	-0.25009	0.00015796
8.6216	-0.012515	-0.25009	0.00016029
8.6466	-0.012413	-0.25009	0.00016233
8.6717	-0.012315	-0.25009	0.00016409
8.6967	-0.01222	-0.25008	0.00016559
8.7218	-0.012129	-0.25008	0.00016683
8.7469	-0.012042	-0.25008	0.00016782
8.7719	-0.011959	-0.25007	0.00016857
8.797	-0.01188	-0.25007	0.00016909
8.8221	-0.011804	-0.25006	0.00016939
8.8471	-0.011733	-0.25005	0.00016947
8.8722	-0.011664	-0.25005	0.00016935
8.8972	-0.011599	-0.25004	0.00016904
8.9223	-0.011537	-0.25003	0.00016853
8.9474	-0.011477	-0.25003	0.00016785
8.9724	-0.011419	-0.25002	0.000167
8.9975	-0.011363	-0.25001	0.00016599
9.0226	-0.011308	-0.25001	0.00016482
9.0476	-0.011255	-0.25	0.0001635
9.0727	-0.011202	-0.25	0.00016205
9.0977	-0.011149	-0.24999	0.00016046
9.1228	-0.011096	-0.24998	0.00015875
9.1479	-0.011043	-0.24998	0.00015692
9.1729	-0.010989	-0.24998	0.00015499
9.198	-0.010934	-0.24997	0.00015295
9.2231	-0.010878	-0.24997	0.00015081
9.2481	-0.01082	-0.24997	0.00014858
9.2732	-0.010761	-0.24996	0.00014627
9.2982	-0.010701	-0.24996	0.00014389
9.3233	-0.010638	-0.24996	0.00014143
9.3484	-0.010574	-0.24996	0.00013891
9.3734	-0.010509	-0.24996	0.00013632
9.3985	-0.010441	-0.24996	0.00013368
9.4236	-0.010373	-0.24996	0.000131
9.4486	-0.010303	-0.24996	0.00012827
9.4737	-0.010232	-0.24996	0.0001255
9.4987	-0.010159	-0.24996	0.0001227
9.5238	-0.010087	-0.24996	0.00011987
9.5489	-0.010013	-0.24997	0.00011702
9.5739	-0.0099394	-0.24997	0.00011414
9.599	-0.0098656	-0.24997	0.00011125
9.6241	-0.0097921	-0.24997	0.00010835
9.6491	-0.0097188	-0.24998	0.00010544
9.6742	-0.0096463	-0.24998	0.00010253
9.6992	-0.0095745	-0.24998	9.9612e-05
9.7243	-0.0095037	-0.24998	9.6701e-05
9.7494	-0.0094341	-0.24999	9.3797e-05
9.7744	-0.0093658	-0.24999	9.0902e-05
9.7995	-0.0092989	-0.24999	8.802e-05
9.8246	-0.0092336	-0.25	8.5154e-05
9.8496	-0.0091698	-0.25	8.2306e-05
9.8747	-0.0091077	-0.25	7.9479e-05
9.8997	-0.0090473	-0.25	7.6675e-05
9.9248	-0.0089885	-0.25001	7.3897e-05
9.9499	-0.0089312	-0.25001	7.1147e-05
9.9749	-0.0088756	-0.25001	6.8428e-05
10	-0.0088214	-0.25001	6.574e-05
