0,0,0,0,0
0.10025,0,0,0,0
0.2005,0,0,0,0
0.30075,0,0,0,0
0.401,0,0,0,0
0.50125,0,0,0,0
0.6015,0,0,0,0
0.70175,0,0,0,0
0.80201,0,0,0,0
0.90226,0,0,0,0
1.0025,0,0,0,0
1.1028,0,0,0,0
1.203,0,0,0,0
1.3033,0,0,0,0
1.4035,0,0,0,0
1.5038,0,0,0,0
1.604,0,0,0,0
1.7043,0,0,0,0
1.8045,0,0,0,0
1.9048,0,0,0,0
2.005,0,0,0,0
2.1053,0,0,0,0
2.2055,0,0,0,0
2.3058,0,0,0,0
2.406,0,0,0,0
2.5063,0,0,0,0
2.6065,0,0,0,0
2.7068,0,0,0,0
2.807,0,0,0,0
2.9073,0,0,0,0
3.0075,0,0,0,0
3.1078,0,0,0,0
3.208,0,0,0,0
3.3083,0,0,0,0
3.4085,0,0,0,0
3.5088,0,0,0,0
3.609,0,0,0,0
3.7093,0,0,0,0
3.8095,0,0,0,0
3.9098,0,0,0,0
4.01,0,0,0,0
4.1103,0,0,0,0
4.2105,0,0,0,0
4.3108,0,0,0,0
4.411,0,0,0,0
4.5113,0,0,0,0
4.6115,0,0,0,0
4.7118,0,0,0,0
4.812,0,0,0,0
4.9123,0,0,0,0
5.0125,0,0,0,0
5.1128,0,0,0,0
5.213,0,0,0,0
5.3133,0,0,0,0
5.4135,0,0,0,0
5.5138,0,0,0,0
5.614,0,0,0,0
5.7143,0,0,0,0
5.8145,0,0,0,0
5.9148,0,0,0,0
6.015,0,0,0,0
6.1153,0,0,0,0
6.2155,0,0,0,0
6.3158,0,0,0,0
6.416,0,0,0,0
6.5163,0,0,0,0
6.6165,0,0,0,0
6.7168,0,0,0,0
6.817,0,0,0,0
6.9173,0,0,0,0
7.0175,0,0,0,0
7.1178,0,0,0,0
7.218,0,0,0,0
7.3183,0,0,0,0
7.4185,0,0,0,0
7.5188,0,0,0,0
7.619,0,0,0,0
7.7193,0,0,0,0
7.8195,0,0,0,0
7.9198,0,0,0,0
8.0201,0,0,0,0
8.1203,0,0,0,0
8.2206,0,0,0,0
8.3208,0,0,0,0
8.4211,0,0,0,0
8.5213,0,0,0,0
8.6216,0,0,0,0
8.7218,0,0,0,0
8.8221,0,0,0,0
8.9223,0,0,0,0
9.0226,0,0,0,0
9.1228,0,0,0,0
9.2231,0,0,0,0
9.3233,0,0,0,0
9.4236,0,0,0,0
9.5238,0,0,0,0
9.6241,0,0,0,0
9.7243,0,0,0,0
9.8246,0,0,0,0
9.9248,0,0,0,0
10.025,0,0,0,0
10.125,0,0,0,0
10.226,0,0,0,0
10.326,0,0,0,0
10.426,0,0,0,0
10.526,0,0,0,0
10.627,0,0,0,0
10.727,0,0,0,0
10.827,0,0,0,0
10.927,0,0,0,0
11.028,0,0,0,0
11.128,0,0,0,0
11.228,0,0,0,0
11.328,0,0,0,0
11.429,0,0,0,0
11.529,0,0,0,0
11.629,0,0,0,0
11.729,0,0,0,0
11.83,0,0,0,0
11.93,0,0,0,0
12.03,0,0,0,0
12.13,0,0,0,0
12.231,0,0,0,0
12.331,0,0,0,0
12.431,0,0,0,0
12.531,0,0,0,0
12.632,0,0,0,0
12.732,0,0,0,0
12.832,0,0,0,0
12.932,0,0,0,0
13.033,0,0,0,0
13.133,0,0,0,0
13.233,0,0,0,0
13.333,0,0,0,0
13.434,0,0,0,0
13.534,0,0,0,0
13.634,0,0,0,0
13.734,0,0,0,0
13.835,0,0,0,0
13.935,0,0,0,0
14.035,0,0,0,0
14.135,0,0,0,0
14.236,0,0,0,0
14.336,0,0,0,0
14.436,0,0,0,0
14.536,0,0,0,0
14.637,0,0,0,0
14.737,0,0,0,0
14.837,0,0,0,0
14.937,0,0,0,0
15.038,0,0,0,0
15.138,0,0,0,0
15.238,0,0,0,0
15.338,0,0,0,0
15.439,0,0,0,0
15.539,0,0,0,0
15.639,0,0,0,0
15.739,0,0,0,0
15.84,0,0,0,0
15.94,0,0,0,0
16.04,0,0,0,0
16.14,0,0,0,0
16.241,0,0,0,0
16.341,0,0,0,0
16.441,0,0,0,0
16.541,0,0,0,0
16.642,0,0,0,0
16.742,0,0,0,0
16.842,0,0,0,0
16.942,0,0,0,0
17.043,0,0,0,0
17.143,0,0,0,0
17.243,0,0,0,0
17.343,0,0,0,0
17.444,0,0,0,0
17.544,0,0,0,0
17.644,0,0,0,0
17.744,0,0,0,0
17.845,0,0,0,0
17.945,0,0,0,0
18.045,0,0,0,0
18.145,0,0,0,0
18.246,0,0,0,0
18.346,0,0,0,0
18.446,0,0,0,0
18.546,0,0,0,0
18.647,0,0,0,0
18.747,0,0,0,0
18.847,0,0,0,0
18.947,0,0,0,0
19.048,0,0,0,0
19.148,0,0,0,0
19.248,0,0,0,0
19.348,0,0,0,0
19.449,0,0,0,0
19.549,0,0,0,0
19.649,0,0,0,0
19.749,0,0,0,0
19.85,0,0,0,0
19.95,0,0,0,0
20.05,0,0,0,0
20.15,0,0,0,0
20.251,0,0,0,0
20.351,0,0,0,0
20.451,0,0,0,0
20.551,0,0,0,0
20.652,0,0,0,0
20.752,0,0,0,0
20.852,0,0,0,0
20.952,0,0,0,0
21.053,0,0,0,0
21.153,0,0,0,0
21.253,0,0,0,0
21.353,0,0,0,0
21.454,0,0,0,0
21.554,0,0,0,0
21.654,0,0,0,0
21.754,0,0,0,0
21.855,0,0,0,0
21.955,0,0,0,0
22.055,0,0,0,0
22.155,0,0,0,0
22.256,0,0,0,0
22.356,0,0,0,0
22.456,0,0,0,0
22.556,0,0,0,0
22.657,0,0,0,0
22.757,0,0,0,0
22.857,0,0,0,0
22.957,0,0,0,0
23.058,0,0,0,0
23.158,0,0,0,0
23.258,0,0,0,0
23.358,0,0,0,0
23.459,0,0,0,0
23.559,0,0,0,0
23.659,0,0,0,0
23.759,0,0,0,0
23.86,0,0,0,0
23.96,0,0,0,0
24.06,0,0,0,0
24.16,0,0,0,0
24.261,0,0,0,0
24.361,0,0,0,0
24.461,0,0,0,0
24.561,0,0,0,0
24.662,0,0,0,0
24.762,0,0,0,0
24.862,0,0,0,0
24.962,0,0,0,0
25.063,0,0,0,0
25.163,0,0,0,0
25.263,0,0,0,0
25.363,0,0,0,0
25.464,0,0,0,0
25.564,0,0,0,0
25.664,0,0,0,0
25.764,0,0,0,0
25.865,0,0,0,0
25.965,0,0,0,0
26.065,0,0,0,0
26.165,0,0,0,0
26.266,0,0,0,0
26.366,0,0,0,0
26.466,0,0,0,0
26.566,0,0,0,0
26.667,0,0,0,0
26.767,0,0,0,0
26.867,0,0,0,0
26.967,0,0,0,0
27.068,0,0,0,0
27.168,0,0,0,0
27.268,0,0,0,0
27.368,0,0,0,0
27.469,0,0,0,0
27.569,0,0,0,0
27.669,0,0,0,0
27.769,0,0,0,0
27.87,0,0,0,0
27.97,0,0,0,0
28.07,0,0,0,0
28.17,0,0,0,0
28.271,0,0,0,0
28.371,0,0,0,0
28.471,0,0,0,0
28.571,0,0,0,0
28.672,0,0,0,0
28.772,0,0,0,0
28.872,0,0,0,0
28.972,0,0,0,0
29.073,0,0,0,0
29.173,0,0,0,0
29.273,0,0,0,0
29.373,0,0,0,0
29.474,0,0,0,0
29.574,0,0,0,0
29.674,0,0,0,0
29.774,0,0,0,0
29.875,0,0,0,0
29.975,0,0,0,0
30.075,0,0,0,0
30.175,0,0,0,0
30.276,0,0,0,0
30.376,0,0,0,0
30.476,0,0,0,0
30.576,0,0,0,0
30.677,0,0,0,0
30.777,0,0,0,0
30.877,0,0,0,0
30.977,0,0,0,0
31.078,0,0,0,0
31.178,0,0,0,0
31.278,0,0,0,0
31.378,0,0,0,0
31.479,0,0,0,0
31.579,0,0,0,0
31.679,0,0,0,0
31.779,0,0,0,0
31.88,0,0,0,0
31.98,0,0,0,0
32.08,0,0,0,0
32.18,0,0,0,0
32.281,0,0,0,0
32.381,0,0,0,0
32.481,0,0,0,0
32.581,0,0,0,0
32.682,0,0,0,0
32.782,0,0,0,0
32.882,0,0,0,0
32.982,0,0,0,0
33.083,0,0,0,0
33.183,0,0,0,0
33.283,0,0,0,0
33.383,0,0,0,0
33.484,0,0,0,0
33.584,0,0,0,0
33.684,0,0,0,0
33.784,0,0,0,0
33.885,0,0,0,0
33.985,0,0,0,0
34.085,0,0,0,0
34.185,0,0,0,0
34.286,0,0,0,0
34.386,0,0,0,0
34.486,0,0,0,0
34.586,0,0,0,0
34.687,0,0,0,0
34.787,0,0,0,0
34.887,0,0,0,0
34.987,0,0,0,0
35.088,0,0,0,0
35.188,0,0,0,0
35.288,0,0,0,0
35.388,0,0,0,0
35.489,0,0,0,0
35.589,0,0,0,0
35.689,0,0,0,0
35.789,0,0,0,0
35.89,0,0,0,0
35.99,0,0,0,0
36.09,0,0,0,0
36.19,0,0,0,0
36.291,0,0,0,0
36.391,0,0,0,0
36.491,0,0,0,0
36.591,0,0,0,0
36.692,0,0,0,0
36.792,0,0,0,0
36.892,0,0,0,0
36.992,0,0,0,0
37.093,0,0,0,0
37.193,0,0,0,0
37.293,0,0,0,0
37.393,0,0,0,0
37.494,0,0,0,0
37.594,0,0,0,0
37.694,0,0,0,0
37.794,0,0,0,0
37.895,0,0,0,0
37.995,0,0,0,0
38.095,0,0,0,0
38.195,0,0,0,0
38.296,0,0,0,0
38.396,0,0,0,0
38.496,0,0,0,0
38.596,0,0,0,0
38.697,0,0,0,0
38.797,0,0,0,0
38.897,0,0,0,0
38.997,0,0,0,0
39.098,0,0,0,0
39.198,0,0,0,0
39.298,0,0,0,0
39.398,0,0,0,0
39.499,0,0,0,0
39.599,0,0,0,0
39.699,0,0,0,0
39.799,0,0,0,0
39.9,0,0,0,0
40,0,0,0,0
